NAME,RA,DEC,PMRA,PMDEC,EPOCH,RESOLUTION,SUBSURVEY,TEMPLATE,RULESET,EXTENT_FLAG,EXTENT_PARAMER,EXTENT_INDEX,MAG_TYPE,MAG,MAG_ERR,DATE_EARLIEST,DATE_LATEST,CADENCE,REDDENING,REDSHIFT_ESTIMATE,REDSHIFT_ERROR,TEMPLATE_REDSHIFT,CAL_MAG_BLUE,CAL_MAG_GREEN,CAL_MAG_RED,CAL_ERR_BLUE,CAL_ERR_GREEN,CAL_ERR_RED,CAL_ID_BLUE,CAL_ID_GREEN,CAL_ID_RED,CLASSIFICATION,COMPLETENESS,PARALLAX
b'i06n08s080060M',160.2801467875665,-10.007092881911408,-4.407,-9.876,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.439029861450194,0.001804301,0,0,0,0.024709677503954978,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.2936
b'i06n08s08006C9',160.33323535523726,-9.996938666254607,-4.605,1.389,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.384908988952638,0.0017453593,0,0,0,0.014645161647950449,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.7331
b'i06n08s06014IJ',158.18328066857586,-8.838884296112333,2.351,-7.773,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.40235926055908,0.0029428727,0,0,0,0.11716129318360359,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0408
b'i06n08s08008O8',160.4133157721261,-9.931223287656264,-17.11,1.583,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.941657638549806,0.0008342966,0,0,0,0.0051612905677287805,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.482
b'i06n08s08008TE',160.22866017774416,-9.92439929398046,2.129,-4.061,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.101538681030274,0.0009197946,0,0,0,0.039129031281317436,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.8961
b'i06n08s08009FM',160.18350845787216,-9.90160226062362,-16.528,12.369,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.225882408142091,0.001612541,0,0,0,0.0506451629823254,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.5253
b'i06n08s0800AA0',160.1663530431894,-9.89609908495384,20.53,-11.02,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,11.891576095581057,0.0005167622,0,0,0,0.00554838728520178,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,3.4598
b'i06n08s0800ABB',160.13662100032772,-9.891479885087945,-44.146,-1.629,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,11.796146675109863,0.0004973055,0,0,0,0.0007741935851593171,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,2.6793
b'i06n08s0800BOQ',160.25341576847413,-9.84612954707668,-7.521,-8.551,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.409409805297852,0.0006519461,0,0,0,0.04632258126812596,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.0889
b'i06n09s4400AZU',209.4832311936816,-11.183828107626832,-6.142,-0.871,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.49037068939209,0.0029772816,0,0,0,0.11696774152017408,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.139
b'i06n09s4400QCG',210.07244037777176,-10.716781362327692,-15.015,2.632,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.317028274536131,0.0009134596,0,0,0,0.22596774562712638,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2694
b'i06n10s02006NM',152.28835749321502,-12.714332006203575,-6.226,-0.785,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.35114820098877,0.000963269,0,0,0,0.10335483858662267,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.3001
b'i06n10s05008IQ',156.70137881865716,-12.65387457642723,2.175,-13.953,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.101451511383058,0.002474803,0,0,0,0.17806451166829754,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2116
b'i06n08s0800VOV',160.17651113963495,-9.262125380531828,6.347,-18.915,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,10.878453506469723,0.0003196138,0,0,0,0.0019032258780733232,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,4.0994
b'i06n08s0800ZR1',160.26737379520776,-9.110545811215362,-3.198,-13.958,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.275286376953126,0.0006070633,0,0,0,0.019967742264270782,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.6378
b'i06n07s0300KPY',153.23580770482627,-8.291722159725209,9.445,-28.191,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.756111251831054,0.00068703806,0,0,0,0.027290323088246006,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.4757
b'i06n08s080043L',160.1312683560027,-10.068541970730418,-19.79,4.679,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.07075528717041,0.001548176,0,0,0,0.0005161290192195484,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.6092
b'i06n08s080044W',160.24951689742798,-10.064924191233525,-11.378,-4.109,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.914929008483888,0.0024116861,0,0,0,0.0007741935851593171,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.6928
b'i06n08s08004RB',160.20033398308556,-10.059037596639833,3.601,-4.738,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.868086288452147,0.0008369708,0,0,0,0.14319354488003638,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.4765
b'i06n05s4300D75',207.93641754246343,-5.686834316749302,13.479,-3.922,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.803364624023438,0.00229805,0,0,0,0.006483870768739331,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.3479
b'i06n05s4300E7G',207.1324390197969,-5.659351153335786,-26.347,19.601,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.695619041442871,0.0012134642,0,0,0,0.022709677296300086,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.2926
b'i06n05s4300FGX',206.92644296635763,-5.619923366331063,-24.927,0.778,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.786430137634277,0.00077156356,0,0,0,0.002258064585828012,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,2.4644
b'i06n05s4300FL2',206.92814099813208,-5.621860631921563,-24.982,0.878,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.928995864868163,0.00082647556,0,0,0,0.007870967590039775,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,2.4912
b'i06n05s4300GZX',207.97036442583345,-5.5598367454196325,-22.599,-21.533,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.394797775268554,0.0018227991,0,0,0,0.09929032095016971,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,2.1623
b'i06n05s4300S40',206.6408778168088,-5.192039045833275,-15.483,-8.65,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.131648536682128,0.00067337655,0,0,0,0.023419354711809465,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.2972
b'i06n06s14011ZO',167.0960659668749,-6.254099407136984,9.387,-16.238,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.048431076049804,0.0014314883,0,0,0,0.07322580583633914,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2339
b'i06n06s1600BBI',170.59406204202335,-7.042475354577079,0.063,-5.676,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.066450874328613,0.0023179743,0,0,0,0.1028387104311297,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0994
b'i06n06s1600EML',169.97212554187232,-6.932723590448105,-6.89,-2.573,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.356932868957518,0.0009907387,0,0,0,0.021935485063060638,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2113
b'i06n10s1000GY7',162.94453931273335,-12.418116474754394,17.631,11.283,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,11.9695029296875,0.00052520534,0,0,0,0.03203225712622366,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,4.2206
b'i06n07s1400ASI',168.94851117060358,-7.63327254733623,-7.091,-1.726,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.676210273742676,0.0015796042,0,0,0,0.20267742295419017,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1376
b'i06n08s0800DFR',160.3438676125792,-9.770534383501586,-5.311,-4.293,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.33498987197876,0.002923249,0,0,0,0.0005483871040445181,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.6608
b'i06n08s0800LZQ',160.1226276332819,-9.525263898641496,-7.402,0.376,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.785216148376463,0.0012880448,0,0,0,0.15880645282806888,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2469
b'i06n08s0800S77',160.27288201147442,-9.343139489608465,9.081,-10.871,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.46135652923584,0.0010659326,0,0,0,0.0009677419438958168,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,1.3871
b'i06n08s0800T2O',160.1030539872249,-9.30882771115536,-7.233,-2.272,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.99085220336914,0.0024595622,0,0,0,0.0039032257853015774,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.7431
b'i06n08s0800UHB',160.2326392999285,-9.322545864362228,-3.095,2.876,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,10.531559501647948,0.00029438402,0,0,0,0.03977419387909674,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.9824
b'i06n07s4000K07',204.13401787493447,-8.254484498290728,-10.071,-6.424,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.79447297668457,0.0011621082,0,0,0,0.21000000738328503,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2405
b'i06n07s4200WIF',206.1840668089315,-7.889585037239629,-143.29,-111.527,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.00374666595459,0.0013296211,0,0,0,0.16645160413557483,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,11.6209
b'i06n07s42014CA',206.34163004558565,-7.676190332108987,-10.419,-9.202,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.24814799499512,0.0025643432,0,0,0,0.16809676924059466,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1194
b'i06n07s4300PTD',208.1893545100964,-8.125292258562595,-9.659,-4.025,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.556439888000488,0.0026669374,0,0,0,0.181387105295735,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0611
b'i06n08s0300AJG',154.50938426381398,-9.919577742837925,-3.883,-2.874,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.163789215087892,0.002332593,0,0,0,0.15919354654127552,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0734
b'i06n08s0400WMR',154.86770307369326,-9.320935150129309,-2.462,2.191,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.378275703430177,0.001559828,0,0,0,0.09429031802761939,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2158
b'i06n18s3700ZDO',203.87057874908268,-22.76850919417472,-7.269,-2.133,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.786547740936278,0.0033598356,0,0,0,0.10935483440276114,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1194
b'i06n18s090180R',162.36188168555,-22.33614881554216,-22.063,3.697,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.34473892211914,0.00092649943,0,0,0,0.19448388007379347,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2727
b'i06n17s02002RH',153.1218275738119,-22.22858710197532,0.971,-7.379,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.713629455566403,0.001257871,0,0,0,0.23880645152061217,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2427
b'i06n17s03001S4',153.57496688855267,-22.249068712205663,-16.164,-0.007,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.302797828674317,0.0010532655,0,0,0,0.018064516686624097,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1766
b'i06n17s03002DY',153.12172558479352,-22.22861489252657,0.971,-7.379,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.683655235290528,0.001333121,0,0,0,0.23880645152061217,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2427
b'i06n17s0300R43',153.36360350916067,-21.52642283108918,-1.076,-6.975,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.405276084899905,0.0010489683,0,0,0,0.1724193557616203,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.4336
b'i06n17s0600I4D',157.88219107083802,-21.84885703372043,-19.023,4.298,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.11662689971924,0.0008284908,0,0,0,0.21906450871498354,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.3049
b'i06n17s0800LY0',160.70769192323175,-21.747600516700118,-8.861,-11.644,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.23383959197998,0.0014522235,0,0,0,0.29635483218777564,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1657
b'i06n17s0801DWA',161.2599131544498,-21.026605184562666,1.246,4.237,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.15750848388672,0.0013957509,0,0,0,0.0009032257742458774,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.176
b'i06n18s3300CQF',197.00476029411723,-23.255802198675983,0.685,-6.667,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.66778853607178,0.003361414,0,0,0,0.40270966868246755,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0328
b'i06n18s3500O78',199.84116967649084,-23.014675599970342,-3.833,-5.521,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.463131416320802,0.0028733378,0,0,0,0.20754839143445414,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.107
b'i06n18s3601FDS',201.5601515307792,-22.496031038324137,-5.346,-1.331,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.2936916885376,0.0015575924,0,0,0,0.10741935622307562,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1463
b'i06n18s06011Y9',158.1808184944061,-22.661814485664117,1.669,-7.952,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.966690353393556,0.0019769238,0,0,0,0.19232257719962828,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1225
b'i06n18s3900VSX',206.55032394349217,-22.77600120458365,-1.785,-6.701,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.247788883209228,0.0025421504,0,0,0,0.05012903002000624,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.131
b'i06n17s2900ADM',192.2756950815973,-21.96861399684458,-21.968,-9.032,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.157843246459962,0.0009745309,0,0,0,0.024967741581701463,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.3223
b'i06n17s3000DVL',192.3933138695305,-21.86161655638081,-5.101,-1.536,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.299377380371094,0.0028836834,0,0,0,0.14987096671135194,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.151
b'i06n17s3200JS9',196.606920081664,-21.70846499403723,-9.183,-5.077,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.294364418029788,0.0027467657,0,0,0,0.20429032464181224,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1091
b'i06n17s3400YLR',199.2238388539827,-21.34014204168466,-3.503,-2.109,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,12.925260025024414,0.00083391735,0,0,0,0.14019354697196715,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1415
b'i06n17s3700CLG',203.5602229285857,-21.95069028691665,-9.403,-2.309,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.434934265136718,0.0028343676,0,0,0,0.01664516185560534,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.048
b'i06n17s3700ETV',202.9547593895477,-21.88907581774747,-3.914,-1.767,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.46802424621582,0.0028978412,0,0,0,0.17432258975121281,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0863
b'i06n17s3701D6X',202.68425457286065,-20.89630343634145,-3.741,-0.879,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.842295574188231,0.0037458467,0,0,0,0.06899999995385446,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.058
b'i06n17s3900PW0',206.55270607395337,-21.616563099447585,-3.916,-5.683,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.965085784912109,0.0022183368,0,0,0,0.06287096969542964,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1499
b'i06n17s4400LQL',213.47131931343728,-21.64707931652832,-4.752,-3.467,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.761541130065918,0.0038027312,0,0,0,0.15019355281706778,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1398
b'i06n16s25011TS',186.3796715601247,-19.909785591738174,-2.704,-2.21,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.960921447753908,0.004175857,0,0,0,0.04148387139843356,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0341
b'i06n19s3200YD3',210.7153529470164,-24.07175115743117,-8.898,-0.145,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.015981491088866,0.0014150598,0,0,0,0.09148387178297966,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.289
b'i06n19s3600FSW',216.07355746445648,-24.568728192328354,3.298,-1.832,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.687787956237791,0.0011912523,0,0,0,0.18787097546362108,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2682
b'i06n20s1300N0B',183.4553549082527,-25.635920037132333,-5.252,-13.167,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.255785572052002,0.0033557147,0,0,0,0.2546451553221672,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1155
b'i06n20s1400HVJ',183.66964012899743,-25.810063955967266,-4.974,-6.395,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.530016723632812,0.0017670196,0,0,0,0.2441612943526237,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1781
b'i06n17s09004A7',162.7227293133605,-22.16931614478405,-4.501,-4.191,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.578353118896484,0.0017411137,0,0,0,0.06290322349917504,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2541
b'i06n17s130182D',168.33854717892163,-21.090576642430893,-4.882,-1.392,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.893659614562988,0.0019758279,0,0,0,0.188903231774607,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0812
b'i06n17s1900FOW',177.77787075053058,-21.832254779366448,-5.586,-0.165,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.427495124816891,0.0026905793,0,0,0,0.03596774272380337,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.2311
b'i06n17s2800BWC',190.8733073418145,-21.959716521641617,-3.734,-1.423,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.195751754760742,0.0032174955,0,0,0,0.23003226326357934,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0285
b'i06n16s2200VVH',181.46870057320257,-19.956886121803937,-7.052,0.08,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.098379829406738,0.001520558,0,0,0,0.24322580906652636,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1492
b'i06n16s2401CX4',184.2413871315642,-19.617375867605947,-8.32,-5.637,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.71315853881836,0.002151592,0,0,0,0.04783871193085947,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1366
b'i06n17s46007AI',216.1407012308783,-22.089554178206367,-6.399,-5.271,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,15.174135429382323,0.0027555153,0,0,0,0.30735483092646443,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.0035
b'i06n16s25018P5',185.09942404685265,-19.71514169880844,4.896,-6.546,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.73412343597412,0.0022151708,0,0,0,0.1907096755120062,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1287
b'i06n16s28003F1',189.36210637819903,-20.871995886572535,-14.356,2.03,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,14.381179290771485,0.0019030265,0,0,0,0.015354839063459826,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.1685
b'i06n16s2800QCE',190.6163484846049,-20.260478908441744,-3.824,-25.036,2000.0,1,StreamInG@4MOST,ST_TEMPLATE.fits,ST_RULESET_LRS,0,0.0,0.0,SPLUS_r_AB_auto,13.052951446533203,0.00089735206,0,0,0,0.1667096730201475,0,0,0,0,0,0,0,0,0,0,0,0,STAR,0,0.3382
